city,area,rooms,bathroom,parking spaces
São Paulo,250,4,2,5
São Paulo,70,1,1,1
Rio de Janeiro,120,3,2,2
Porto Alegre,35,1,1,0
Rio de Janeiro,67,2,1,0
São Paulo,220,4,3,4
Campinas,80,3,2,2
São Paulo,57,1,1,1
Porto Alegre,100,2,2,2
Rio de Janeiro,60,1,1,0
Campinas,87,3,2,1
São Paulo,530,4,4,6
São Paulo,35,1,1,0
São Paulo,140,3,2,2
São Paulo,45,2,2,0
São Paulo,70,1,1,1
São Paulo,140,3,3,1
Belo Horizonte,80,3,2,1
São Paulo,50,1,1,0
São Paulo,108,3,2,2
São Paulo,60,3,1,1
São Paulo,30,1,1,1
São Paulo,110,3,3,2
Rio de Janeiro,70,2,1,1
São Paulo,360,3,5,4
Campinas,348,3,3,3
São Paulo,270,3,4,3
Rio de Janeiro,86,2,2,1
São Paulo,100,3,4,2
São Paulo,30,1,1,1
São Paulo,146,3,4,3
Belo Horizonte,100,3,3,1
Rio de Janeiro,185,3,2,1
São Paulo,300,3,5,2
São Paulo,120,3,4,0
São Paulo,195,3,3,2
São Paulo,110,1,3,2
São Paulo,210,3,3,3
Campinas,400,4,6,3
Belo Horizonte,42,2,1,1
Belo Horizonte,180,3,1,0
Campinas,329,4,2,2
São Paulo,44,1,1,0
Belo Horizonte,28,1,1,1
Rio de Janeiro,90,3,2,1
São Paulo,90,2,1,0
São Paulo,200,2,1,0
Porto Alegre,240,3,4,3
Porto Alegre,55,2,1,0
Belo Horizonte,90,3,2,0
São Paulo,85,3,1,2
São Paulo,255,4,4,3
São Paulo,280,5,2,1
Rio de Janeiro,32,1,1,0
Belo Horizonte,29,1,1,0
São Paulo,48,1,1,1
Campinas,170,3,2,2
Belo Horizonte,45,1,1,1
Campinas,341,4,6,4
Porto Alegre,80,2,2,0
Rio de Janeiro,153,3,2,1
Rio de Janeiro,120,3,2,1
São Paulo,33,1,1,0
São Paulo,180,4,4,2
Campinas,84,3,1,1
São Paulo,73,3,2,1
São Paulo,50,1,2,1
São Paulo,40,1,1,1
São Paulo,216,3,4,4
São Paulo,44,1,1,1
Belo Horizonte,120,3,2,2
Porto Alegre,150,3,3,2
São Paulo,136,3,2,3
Porto Alegre,54,1,1,0
São Paulo,100,2,1,1
São Paulo,50,2,1,1
Campinas,60,2,1,0
Rio de Janeiro,125,3,2,1
Rio de Janeiro,28,1,1,0
Porto Alegre,78,2,1,0
Porto Alegre,46,1,1,0
São Paulo,35,1,1,1
São Paulo,104,3,2,2
São Paulo,215,3,3,2
Campinas,100,3,2,2
Belo Horizonte,30,1,1,1
Porto Alegre,43,1,1,0
São Paulo,234,3,4,3
São Paulo,37,1,1,0
São Paulo,50,2,1,0
Rio de Janeiro,71,2,2,1
São Paulo,118,3,3,2
Campinas,122,3,2,1
Rio de Janeiro,58,2,2,1
São Paulo,270,3,3,2
Porto Alegre,90,3,2,2
São Paulo,400,4,3,3
Campinas,155,3,3,2
Rio de Janeiro,85,2,1,0
São Paulo,280,4,4,4
Rio de Janeiro,30,1,1,0
São Paulo,54,1,2,0
Porto Alegre,25,1,1,0
Belo Horizonte,176,4,2,2
São Paulo,570,4,6,4
Belo Horizonte,95,2,2,1
São Paulo,30,1,1,0
São Paulo,250,3,4,3
São Paulo,98,3,3,2
Belo Horizonte,68,2,2,2
São Paulo,83,3,2,2
Belo Horizonte,70,2,2,2
Belo Horizonte,50,2,1,1
São Paulo,480,4,5,3
São Paulo,250,3,2,8
São Paulo,191,4,3,3
São Paulo,140,3,3,3
São Paulo,49,1,1,1
Belo Horizonte,362,5,4,4
Rio de Janeiro,61,2,1,0
Porto Alegre,156,3,2,1
São Paulo,179,3,2,1
Rio de Janeiro,120,3,3,2
Belo Horizonte,200,4,2,2
São Paulo,185,3,3,3
São Paulo,120,2,2,0
São Paulo,50,2,1,1
Belo Horizonte,400,3,3,2
São Paulo,240,3,4,2
São Paulo,60,2,1,1
São Paulo,100,2,1,3
São Paulo,250,4,4,3
Porto Alegre,100,4,2,1
Rio de Janeiro,72,1,2,1
Rio de Janeiro,70,2,1,0
São Paulo,16,1,1,0
São Paulo,98,3,2,2
São Paulo,170,3,3,1
São Paulo,45,2,1,0
São Paulo,90,2,2,1
São Paulo,30,1,1,1
São Paulo,140,3,3,2
São Paulo,90,2,2,2
Belo Horizonte,62,2,2,0
Rio de Janeiro,80,2,2,0
São Paulo,40,1,1,0
Rio de Janeiro,65,1,1,0
São Paulo,300,3,2,1
São Paulo,340,4,4,3
São Paulo,72,2,2,1
São Paulo,250,4,3,3
Rio de Janeiro,100,2,2,3
São Paulo,45,1,1,1
Porto Alegre,98,3,1,0
Belo Horizonte,164,3,2,2
São Paulo,250,3,3,4
Rio de Janeiro,28,1,1,0
Rio de Janeiro,60,2,1,0
São Paulo,105,3,3,2
São Paulo,220,2,4,3
Rio de Janeiro,250,5,3,1
São Paulo,171,3,3,1
Rio de Janeiro,156,4,3,2
São Paulo,150,3,5,3
Belo Horizonte,75,3,2,1
São Paulo,254,3,5,4
São Paulo,68,1,2,1
São Paulo,55,2,1,0
Porto Alegre,40,1,1,0
São Paulo,230,2,3,1
Porto Alegre,70,2,2,0
São Paulo,170,4,5,2
Porto Alegre,40,1,1,1
São Paulo,45,1,1,1
São Paulo,270,3,4,3
Campinas,54,2,1,1
Campinas,291,4,3,2
Belo Horizonte,86,2,1,1
São Paulo,77,2,1,1
São Paulo,86,3,2,2
Campinas,200,3,4,2
São Paulo,90,2,2,2
São Paulo,64,2,2,2
Porto Alegre,54,2,1,2
Porto Alegre,387,7,5,3
São Paulo,100,2,3,2
São Paulo,50,2,2,1
Belo Horizonte,520,3,3,4
São Paulo,23,1,1,0
Rio de Janeiro,60,1,1,0
São Paulo,96,2,1,1
São Paulo,140,3,1,0
Rio de Janeiro,103,3,2,0
São Paulo,148,4,4,4
São Paulo,172,4,3,1
São Paulo,93,2,3,2
São Paulo,72,2,2,1
Campinas,68,2,1,1
São Paulo,350,4,3,4
Rio de Janeiro,70,2,2,1
São Paulo,400,5,4,3
Porto Alegre,38,1,1,0
São Paulo,107,2,2,1
São Paulo,38,1,1,0
São Paulo,111,3,2,0
São Paulo,140,4,3,2
São Paulo,35,1,1,0
São Paulo,178,3,3,4
São Paulo,200,2,2,1
São Paulo,33,1,1,0
Belo Horizonte,90,3,2,1
Rio de Janeiro,65,2,1,0
São Paulo,320,3,3,8
Porto Alegre,68,2,1,0
Porto Alegre,180,6,2,3
São Paulo,50,2,1,1
São Paulo,137,3,2,1
São Paulo,165,3,2,2
São Paulo,180,2,2,1
São Paulo,220,4,4,3
Belo Horizonte,85,2,2,1
Rio de Janeiro,37,1,1,0
Porto Alegre,64,2,3,2
Rio de Janeiro,97,2,2,1
Belo Horizonte,90,3,2,1
Rio de Janeiro,130,3,2,1
Campinas,128,4,2,1
São Paulo,58,2,2,1
Belo Horizonte,76,2,1,1
São Paulo,220,2,4,2
São Paulo,40,1,1,0
São Paulo,235,3,4,3
Belo Horizonte,45,1,1,0
São Paulo,47,2,1,1
Belo Horizonte,471,5,6,3
Campinas,50,1,1,0
Belo Horizonte,344,3,4,4
São Paulo,38,1,1,1
Porto Alegre,42,2,1,0
Belo Horizonte,60,1,1,1
São Paulo,500,4,6,4
São Paulo,49,2,1,1
Belo Horizonte,48,2,1,1
São Paulo,45,2,1,0
Porto Alegre,72,2,2,1
Belo Horizonte,400,3,2,1
São Paulo,28,1,1,0
Rio de Janeiro,189,3,2,2
São Paulo,160,3,2,0
Rio de Janeiro,330,4,4,2
São Paulo,200,3,5,4
São Paulo,375,4,5,5
São Paulo,68,2,2,1
São Paulo,70,2,1,1
Rio de Janeiro,110,3,2,0
São Paulo,103,3,3,2
Rio de Janeiro,26,1,1,0
Belo Horizonte,88,3,2,2
São Paulo,165,3,4,3
São Paulo,80,2,2,0
Porto Alegre,90,3,2,2
São Paulo,380,4,1,2
São Paulo,174,3,4,2
São Paulo,128,4,5,1
São Paulo,160,3,4,4
Rio de Janeiro,168,3,2,0
Campinas,100,3,2,2
Rio de Janeiro,69,2,1,1
Belo Horizonte,300,3,3,0
Belo Horizonte,163,4,4,0
São Paulo,86,3,1,1
São Paulo,236,4,3,3
Rio de Janeiro,112,3,2,0
São Paulo,600,5,5,6
Campinas,256,4,5,4
São Paulo,220,3,4,2
São Paulo,257,4,4,4
Belo Horizonte,75,3,1,1
Rio de Janeiro,400,3,1,1
São Paulo,560,4,6,5
São Paulo,220,4,4,5
Rio de Janeiro,70,1,1,1
Belo Horizonte,19,1,1,0
São Paulo,35,1,1,0
São Paulo,70,1,1,1
São Paulo,40,1,1,0
Porto Alegre,37,1,1,0
São Paulo,180,2,2,1
Rio de Janeiro,60,1,1,0
Rio de Janeiro,90,3,2,1
São Paulo,208,4,2,4
Rio de Janeiro,160,3,2,1
Belo Horizonte,180,4,2,1
Porto Alegre,150,4,3,0
Campinas,75,2,1,1
Rio de Janeiro,90,2,2,1
São Paulo,170,4,2,2
São Paulo,193,2,4,4
São Paulo,40,1,1,0
São Paulo,45,1,1,1
São Paulo,116,3,4,2
São Paulo,67,2,2,1
São Paulo,40,1,1,0
São Paulo,140,2,3,1
Campinas,52,2,1,1
São Paulo,350,3,4,6
São Paulo,420,3,4,4
Porto Alegre,204,4,4,2
São Paulo,110,2,2,1
São Paulo,645,5,8,8
São Paulo,260,4,5,5
São Paulo,160,2,1,0
São Paulo,50,2,1,0
Rio de Janeiro,40,1,2,0
Rio de Janeiro,60,2,1,0
Rio de Janeiro,30,1,1,0
Rio de Janeiro,75,3,2,0
Rio de Janeiro,78,3,3,1
Belo Horizonte,140,4,2,2
Campinas,500,3,7,5
Porto Alegre,80,1,1,0
Porto Alegre,182,3,4,2
São Paulo,90,2,1,1
São Paulo,103,3,2,1
Porto Alegre,180,3,2,3
Belo Horizonte,32,1,1,0
Campinas,52,1,1,1
Rio de Janeiro,75,4,1,0
Belo Horizonte,290,4,5,4
Rio de Janeiro,50,1,1,1
São Paulo,550,5,6,4
São Paulo,216,4,4,4
São Paulo,444,4,4,5
Porto Alegre,69,3,2,1
Belo Horizonte,76,2,1,2
São Paulo,180,3,5,3
São Paulo,445,3,5,4
São Paulo,156,3,4,3
São Paulo,35,1,1,0
São Paulo,130,3,4,3
Porto Alegre,92,3,2,1
São Paulo,200,3,2,4
São Paulo,50,2,1,1
Belo Horizonte,50,2,1,0
São Paulo,155,3,3,2
Belo Horizonte,1000,5,4,3
Rio de Janeiro,42,1,1,0
São Paulo,58,2,1,0
São Paulo,35,1,1,1
Belo Horizonte,27,1,1,0
Belo Horizonte,16,1,1,0
Belo Horizonte,94,3,2,1
Porto Alegre,83,3,2,1
Belo Horizonte,360,5,4,4
Belo Horizonte,360,5,2,2
Campinas,430,4,5,5
Belo Horizonte,29,1,1,0
Rio de Janeiro,120,3,2,0
São Paulo,50,1,1,1
Porto Alegre,60,2,1,0
São Paulo,45,2,2,0
Rio de Janeiro,250,3,2,2
São Paulo,200,3,2,2
Rio de Janeiro,70,2,1,1
São Paulo,48,1,1,0
São Paulo,70,2,1,1
São Paulo,73,2,2,1
São Paulo,90,2,1,0
Porto Alegre,45,1,1,0
São Paulo,80,2,2,2
São Paulo,106,3,2,2
Belo Horizonte,45,2,1,1
São Paulo,315,4,4,2
São Paulo,287,3,5,0
Belo Horizonte,230,4,3,2
São Paulo,42,1,2,1
Rio de Janeiro,152,2,2,1
Campinas,75,3,1,2
São Paulo,94,3,2,2
Rio de Janeiro,70,2,2,0
São Paulo,59,2,1,0
São Paulo,380,4,3,2
São Paulo,217,4,4,3
São Paulo,110,2,1,1
Campinas,38,1,1,0
São Paulo,310,4,5,5
São Paulo,400,3,4,2
Porto Alegre,55,2,1,1
São Paulo,320,3,5,0
Campinas,75,3,2,2
Belo Horizonte,235,4,5,3
Belo Horizonte,434,5,6,0
São Paulo,160,4,4,2
São Paulo,108,3,2,2
São Paulo,280,5,5,2
Rio de Janeiro,55,2,1,1
Rio de Janeiro,60,2,1,1
São Paulo,226,4,4,3
Belo Horizonte,58,2,1,1
São Paulo,178,4,3,2
Porto Alegre,40,1,1,0
Campinas,205,3,2,4
São Paulo,112,3,2,3
Belo Horizonte,300,4,4,3
São Paulo,140,3,3,2
Belo Horizonte,113,2,2,2
Belo Horizonte,96,3,2,2
São Paulo,55,1,2,1
São Paulo,180,2,3,3
São Paulo,240,7,3,4
São Paulo,80,3,4,1
Belo Horizonte,230,5,3,2
Belo Horizonte,127,3,2,3
Belo Horizonte,156,4,4,3
São Paulo,65,2,1,2
São Paulo,88,2,2,2
Porto Alegre,107,3,2,1
Rio de Janeiro,60,2,1,1
Porto Alegre,35,1,1,0
Porto Alegre,243,3,5,1
São Paulo,30,1,1,0
Campinas,45,1,1,1
Rio de Janeiro,130,3,2,2
Porto Alegre,80,2,2,0
São Paulo,98,2,2,1
São Paulo,15,1,1,0
Rio de Janeiro,57,2,2,1
Porto Alegre,180,4,2,2
São Paulo,200,4,4,3
Rio de Janeiro,70,2,2,1
São Paulo,350,2,1,0
Porto Alegre,64,2,1,0
Porto Alegre,40,1,1,0
Belo Horizonte,73,1,1,0
São Paulo,200,3,3,2
São Paulo,36,1,1,1
Campinas,63,2,1,0
São Paulo,85,2,1,1
São Paulo,198,5,5,2
Campinas,70,3,1,1
Belo Horizonte,60,2,1,1
Belo Horizonte,90,4,3,1
Porto Alegre,98,2,1,0
São Paulo,103,3,2,2
São Paulo,160,2,3,0
Rio de Janeiro,100,3,2,1
São Paulo,50,2,1,1
São Paulo,55,2,1,1
São Paulo,80,2,2,0
São Paulo,50,1,1,0
Rio de Janeiro,25,1,1,0
São Paulo,120,2,2,2
São Paulo,127,3,3,2
São Paulo,98,3,2,1
São Paulo,65,1,1,0
Rio de Janeiro,86,2,2,2
Porto Alegre,200,4,3,0
São Paulo,360,4,5,5
São Paulo,65,2,1,1
São Paulo,93,1,3,1
São Paulo,187,4,5,3
Belo Horizonte,616,5,5,6
Rio de Janeiro,86,2,2,2
São Paulo,139,2,2,1
Rio de Janeiro,100,2,2,1
São Paulo,285,4,4,4
São Paulo,52,2,1,1
São Paulo,39,1,1,0
Porto Alegre,42,1,2,1
Rio de Janeiro,30,1,1,0
Rio de Janeiro,70,2,1,1
São Paulo,60,1,1,0
São Paulo,90,2,2,2
Porto Alegre,61,2,1,0
Porto Alegre,50,1,1,0
Campinas,48,2,1,1
São Paulo,27,1,1,0
Belo Horizonte,100,3,3,1
São Paulo,155,2,1,1
São Paulo,230,4,5,0
Campinas,47,1,1,1
Campinas,55,2,1,1
Campinas,60,1,1,1
Belo Horizonte,380,5,6,2
São Paulo,180,3,2,4
Porto Alegre,196,3,4,2
Porto Alegre,70,2,1,0
São Paulo,227,4,3,3
São Paulo,60,2,1,1
Porto Alegre,63,2,2,1
São Paulo,150,3,3,2
Campinas,144,4,3,2
Rio de Janeiro,200,2,1,0
São Paulo,34,2,1,0
São Paulo,74,2,3,2
Porto Alegre,73,3,1,0
São Paulo,368,4,5,6
Rio de Janeiro,160,3,2,1
Belo Horizonte,120,4,3,2
Belo Horizonte,180,4,3,4
Belo Horizonte,290,3,3,0
São Paulo,225,4,3,2
Campinas,60,3,1,1
São Paulo,35,1,1,0
São Paulo,95,3,2,1
Belo Horizonte,260,4,4,0
São Paulo,260,4,4,4
Rio de Janeiro,350,3,2,3
São Paulo,500,4,4,0
Porto Alegre,42,1,1,1
São Paulo,80,2,1,1
São Paulo,100,5,5,2
São Paulo,110,2,2,2
São Paulo,70,1,1,0
São Paulo,12,1,1,0
São Paulo,62,1,1,1
São Paulo,90,2,1,1
São Paulo,220,3,3,2
Porto Alegre,197,3,2,3
São Paulo,214,3,2,5
Rio de Janeiro,105,3,2,1
Belo Horizonte,390,5,5,5
São Paulo,390,4,5,4
Rio de Janeiro,105,3,2,1
São Paulo,270,3,6,2
Belo Horizonte,260,4,4,5
Rio de Janeiro,344,4,3,2
São Paulo,100,2,1,0
Rio de Janeiro,50,2,1,0
São Paulo,183,4,3,4
São Paulo,270,4,5,3
São Paulo,180,2,3,2
São Paulo,52,2,1,1
São Paulo,260,4,4,4
Rio de Janeiro,38,1,1,1
São Paulo,40,1,1,1
São Paulo,360,4,5,4
Porto Alegre,160,3,3,3
São Paulo,120,3,2,2
São Paulo,70,2,1,1
Campinas,203,3,1,2
São Paulo,18,1,1,0
Rio de Janeiro,50,2,1,1
São Paulo,33,1,1,0
São Paulo,30,1,1,0
São Paulo,330,2,4,3
Porto Alegre,60,2,2,1
São Paulo,144,3,4,3
Rio de Janeiro,93,2,1,1
São Paulo,100,2,1,1
Porto Alegre,71,3,1,0
Rio de Janeiro,67,1,1,1
São Paulo,70,2,1,0
Belo Horizonte,300,4,6,4
São Paulo,240,3,2,2
São Paulo,96,3,1,2
São Paulo,200,4,3,2
Campinas,54,1,2,1
São Paulo,174,3,5,3
São Paulo,350,3,4,4
Belo Horizonte,92,3,2,2
Belo Horizonte,125,3,2,0
Campinas,308,3,4,4
São Paulo,375,4,5,4
São Paulo,137,3,4,2
Belo Horizonte,70,1,1,0
Belo Horizonte,65,2,2,1
São Paulo,107,2,2,2
São Paulo,85,2,2,1
São Paulo,69,2,1,0
Belo Horizonte,110,3,2,1
Porto Alegre,113,3,2,3
São Paulo,213,4,3,0
São Paulo,140,2,2,2
Belo Horizonte,253,3,3,3
Belo Horizonte,490,4,4,3
São Paulo,96,4,2,2
São Paulo,23,1,1,0
Rio de Janeiro,80,2,2,1
São Paulo,92,3,2,2
Rio de Janeiro,25,1,1,0
São Paulo,220,3,2,8
São Paulo,70,3,1,1
São Paulo,130,3,2,1
Rio de Janeiro,120,3,2,0
São Paulo,208,3,2,1
Belo Horizonte,70,2,1,2
São Paulo,160,5,3,3
Belo Horizonte,214,4,3,3
São Paulo,40,1,1,1
Rio de Janeiro,64,2,1,0
São Paulo,290,4,5,2
Porto Alegre,35,1,1,0
São Paulo,138,2,3,2
Belo Horizonte,78,2,3,2
Belo Horizonte,92,3,1,1
Porto Alegre,513,3,2,2
Campinas,58,1,1,1
São Paulo,51,1,1,1
Belo Horizonte,200,4,5,3
Porto Alegre,115,1,1,0
Rio de Janeiro,64,2,1,1
Campinas,40,1,1,1
Rio de Janeiro,159,3,2,2
Rio de Janeiro,35,1,1,0
São Paulo,192,3,1,0
São Paulo,250,5,5,0
Campinas,43,1,1,0
Belo Horizonte,142,3,3,2
Belo Horizonte,244,4,3,3
São Paulo,200,3,2,3
Campinas,55,2,1,1
São Paulo,108,4,2,0
São Paulo,120,3,1,0
São Paulo,44,1,1,1
Belo Horizonte,50,2,1,1
São Paulo,87,2,2,2
São Paulo,88,3,2,2
São Paulo,376,3,3,2
Porto Alegre,38,1,1,1
Campinas,45,1,1,1
Rio de Janeiro,36,1,1,0
Rio de Janeiro,75,2,1,1
São Paulo,85,2,2,1
São Paulo,35,1,1,0
Porto Alegre,58,2,2,2
São Paulo,90,2,3,1
Porto Alegre,87,2,1,1
São Paulo,136,3,2,2
Rio de Janeiro,124,3,2,2
São Paulo,51,1,1,0
Campinas,90,2,1,0
Porto Alegre,270,2,3,1
Campinas,200,4,3,2
Porto Alegre,79,3,1,0
São Paulo,40,2,1,1
São Paulo,300,3,5,4
São Paulo,44,1,1,0
São Paulo,130,3,2,2
São Paulo,180,3,4,3
São Paulo,79,3,2,2
Belo Horizonte,50,1,1,1
Campinas,110,3,1,1
São Paulo,17,1,1,0
Belo Horizonte,60,2,1,1
Rio de Janeiro,95,2,2,0
São Paulo,145,2,2,1
São Paulo,125,3,4,5
Rio de Janeiro,70,1,1,1
Rio de Janeiro,90,2,2,1
São Paulo,28,1,1,0
Campinas,110,3,3,2
Belo Horizonte,165,3,3,3
São Paulo,25,1,1,0
São Paulo,195,4,3,4
Belo Horizonte,70,3,1,1
Campinas,50,1,1,0
São Paulo,44,1,1,0
Belo Horizonte,245,4,5,2
São Paulo,46,2,1,0
Belo Horizonte,70,2,1,1
Rio de Janeiro,50,1,1,0
Belo Horizonte,40,2,2,1
São Paulo,94,3,2,2
São Paulo,323,3,5,6
Rio de Janeiro,140,3,2,2
Rio de Janeiro,102,3,2,1
São Paulo,170,3,2,1
Belo Horizonte,250,4,2,2
São Paulo,44,1,1,0
São Paulo,54,2,2,1
Rio de Janeiro,125,4,4,2
São Paulo,80,3,1,1
São Paulo,150,3,2,4
Belo Horizonte,50,2,1,1
São Paulo,270,4,4,4
São Paulo,53,1,1,1
São Paulo,486,8,4,6
Belo Horizonte,200,3,1,1
São Paulo,218,3,3,3
São Paulo,50,1,1,1
Porto Alegre,112,2,2,2
Campinas,300,4,5,4
Belo Horizonte,75,2,1,2
São Paulo,700,3,3,8
São Paulo,250,2,2,1
Campinas,50,1,1,0
Rio de Janeiro,91,2,2,1
Rio de Janeiro,83,2,1,1
São Paulo,335,4,6,4
São Paulo,520,4,4,3
São Paulo,235,3,2,2
São Paulo,50,1,1,0
São Paulo,280,5,5,4
São Paulo,80,1,1,1
São Paulo,70,2,2,1
São Paulo,139,3,2,0
Belo Horizonte,325,4,3,0
São Paulo,60,2,1,1
Porto Alegre,238,4,3,1
São Paulo,50,1,1,0
São Paulo,128,3,3,0
São Paulo,300,3,6,6
São Paulo,160,3,3,1
Belo Horizonte,400,5,5,8
Rio de Janeiro,62,2,1,0
São Paulo,300,4,5,2
São Paulo,300,5,5,4
Campinas,30,1,1,0
Belo Horizonte,155,1,4,0
São Paulo,300,3,2,3
São Paulo,37,1,1,1
São Paulo,35,1,1,0
Porto Alegre,55,1,1,0
São Paulo,50,1,1,0
São Paulo,64,2,1,2
São Paulo,49,2,1,1
Campinas,87,3,2,1
São Paulo,250,3,4,2
São Paulo,72,3,2,1
São Paulo,76,3,3,2
Porto Alegre,163,3,4,2
São Paulo,75,2,1,0
Campinas,89,3,2,1
São Paulo,93,3,3,2
São Paulo,420,3,6,4
Belo Horizonte,640,6,7,5
São Paulo,326,3,4,5
São Paulo,136,3,4,3
Porto Alegre,39,1,1,0
Belo Horizonte,70,2,1,1
São Paulo,480,4,6,5
São Paulo,50,2,1,0
São Paulo,180,3,3,5
Belo Horizonte,100,3,2,2
Belo Horizonte,100,3,2,1
São Paulo,560,5,5,6
São Paulo,180,5,3,2
Rio de Janeiro,44,1,1,0
São Paulo,18,1,1,1
Campinas,154,2,2,1
São Paulo,80,2,2,1
Belo Horizonte,308,2,3,3
São Paulo,150,4,4,1
São Paulo,80,2,2,2
São Paulo,70,2,1,1
São Paulo,136,3,2,1
Porto Alegre,55,1,1,1
Porto Alegre,90,3,2,1
Campinas,48,2,1,1
São Paulo,224,4,5,3
Porto Alegre,32,1,1,1
Rio de Janeiro,60,2,1,1
Rio de Janeiro,150,3,2,1
São Paulo,260,3,5,3
São Paulo,42,1,1,0
Belo Horizonte,320,4,3,3
Porto Alegre,460,4,4,4
São Paulo,208,3,3,3
São Paulo,360,4,5,4
São Paulo,30,1,1,0
São Paulo,132,2,2,0
Belo Horizonte,250,6,6,2
São Paulo,29,1,1,1
São Paulo,100,1,2,2
Rio de Janeiro,100,3,2,1
Porto Alegre,120,3,3,0
Belo Horizonte,390,6,3,2
São Paulo,80,3,1,0
São Paulo,140,3,3,1
São Paulo,146,3,2,2
Belo Horizonte,360,4,2,4
São Paulo,165,3,3,4
São Paulo,100,3,2,2
São Paulo,80,3,2,2
São Paulo,29,1,1,0
Campinas,46,1,1,1
São Paulo,110,3,2,2
São Paulo,300,3,3,3
São Paulo,62,2,2,3
São Paulo,150,3,1,0
Porto Alegre,92,3,1,0
Belo Horizonte,50,2,1,1
São Paulo,220,3,3,3
Rio de Janeiro,250,4,3,2
Rio de Janeiro,160,3,2,1
Rio de Janeiro,110,3,2,1
São Paulo,120,4,4,4
Porto Alegre,101,3,2,1
São Paulo,60,2,1,0
São Paulo,60,2,1,1
São Paulo,330,4,3,0
São Paulo,350,3,6,4
Rio de Janeiro,26,1,1,0
São Paulo,110,4,5,3
São Paulo,233,3,4,4
Belo Horizonte,441,5,5,8
Porto Alegre,44,1,1,0
São Paulo,150,3,4,3
São Paulo,50,1,1,0
Belo Horizonte,136,4,3,1
São Paulo,455,3,2,4
Belo Horizonte,160,4,4,3
São Paulo,58,1,1,2
Porto Alegre,75,2,1,0
Rio de Janeiro,160,3,2,1
São Paulo,310,5,2,2
São Paulo,180,3,2,2
São Paulo,207,3,4,3
São Paulo,91,3,3,3
São Paulo,275,4,3,4
São Paulo,265,4,6,3
São Paulo,57,1,1,1
Porto Alegre,450,5,5,2
São Paulo,245,4,5,4
São Paulo,216,3,4,2
Campinas,74,3,2,1
São Paulo,80,2,1,1
São Paulo,130,3,2,2
Porto Alegre,56,1,2,1
São Paulo,163,2,3,3
Porto Alegre,70,2,1,0
Campinas,45,1,1,0
São Paulo,80,1,2,0
São Paulo,80,2,1,0
São Paulo,600,3,3,4
Belo Horizonte,150,3,2,2
Belo Horizonte,28,1,1,1
São Paulo,265,3,3,2
Belo Horizonte,100,4,2,2
Campinas,55,1,1,1
Campinas,48,2,1,1
Rio de Janeiro,82,2,2,0
Belo Horizonte,140,4,3,3
Belo Horizonte,360,5,6,4
São Paulo,35,1,1,0
Porto Alegre,72,2,2,1
Belo Horizonte,133,3,2,3
Porto Alegre,95,3,1,2
Porto Alegre,27,1,1,0
São Paulo,30,1,1,1
Belo Horizonte,350,5,5,3
São Paulo,179,3,3,3
Porto Alegre,65,3,2,1
Rio de Janeiro,150,4,3,2
São Paulo,35,1,1,0
Porto Alegre,47,1,1,1
Belo Horizonte,360,6,3,4
São Paulo,115,2,2,1
São Paulo,341,3,3,2
Porto Alegre,89,2,2,1
Rio de Janeiro,46,1,1,0
São Paulo,226,3,4,3
Rio de Janeiro,32,1,1,0
São Paulo,115,2,3,2
Porto Alegre,164,3,3,0
São Paulo,37,1,1,1
São Paulo,160,3,2,2
São Paulo,175,4,3,2
Belo Horizonte,140,3,2,1
São Paulo,400,4,6,5
São Paulo,45,1,2,0
Belo Horizonte,153,4,2,2
Campinas,56,2,1,1
São Paulo,383,4,5,6
São Paulo,146,3,4,2
São Paulo,135,3,2,0
São Paulo,37,1,1,1
São Paulo,238,3,5,3
São Paulo,55,1,1,0
São Paulo,92,2,2,2
Porto Alegre,215,6,6,6
Porto Alegre,320,4,4,2
Campinas,64,1,2,1
Belo Horizonte,92,2,2,2
Rio de Janeiro,72,2,1,1
Rio de Janeiro,65,1,1,0
Rio de Janeiro,500,5,5,2
São Paulo,131,4,4,2
São Paulo,70,3,2,2
São Paulo,530,4,6,4
Belo Horizonte,85,3,3,2
São Paulo,20,1,1,0
São Paulo,139,3,4,2
São Paulo,45,1,1,1
Belo Horizonte,266,4,3,2
Belo Horizonte,110,3,2,4
São Paulo,182,3,4,3
São Paulo,318,4,6,4
São Paulo,380,4,6,1
Rio de Janeiro,85,2,3,0
Porto Alegre,62,2,1,0
Rio de Janeiro,42,1,1,0
São Paulo,50,2,2,1
Belo Horizonte,52,2,1,1
São Paulo,179,4,4,3
Rio de Janeiro,100,2,3,0
Rio de Janeiro,80,2,2,1
São Paulo,180,3,1,1
Porto Alegre,650,4,6,5
Porto Alegre,51,1,1,1
Campinas,48,2,1,1
Rio de Janeiro,350,4,4,2
São Paulo,354,5,6,3
São Paulo,250,4,5,0
São Paulo,55,2,2,1
São Paulo,60,2,2,1
São Paulo,350,4,3,4
Rio de Janeiro,70,3,2,0
Belo Horizonte,150,4,2,1
São Paulo,32,1,1,0
Rio de Janeiro,50,1,1,0
Belo Horizonte,744,6,6,8
Belo Horizonte,26,1,1,1
São Paulo,63,2,2,1
São Paulo,60,2,1,0
São Paulo,120,3,2,1
Rio de Janeiro,47,2,1,1
Campinas,93,3,2,2
São Paulo,92,3,2,0
Porto Alegre,84,3,2,1
São Paulo,100,2,2,1
Campinas,380,4,6,6
